키워드,언론사,기사명,날짜,URL
한겨레,"잔여백신 될 줄 모르고, 전날 음주…면역·이상반응 영향 있나요?",10면 1단,https://www.hani.co.kr/arti/society/health/1011706.html,해외 백신
OBS,신규 확진자 2천8명…오늘 백신 1차 70% 완료,2021-09-18,http://www.obsnews.co.kr/news/articleView.html?idxno=1326933,해외 백신
OBS,신규 확진자 2천8명…오늘 백신 1차 70% 완료,2021-09-18,http://www.obsnews.co.kr/news/articleView.html?idxno=1326933,해외 백신
매경이코노미,인터뷰 | 김우주 고려대 의대 백신혁신센터장 “복귀보다 복구에 초점을”,2021-09-17,http://news.mk.co.kr/v2/economy/view.php?year=2021&no=896959,해외 백신
조세일보,코로나19 신규확진 1865명…백신 접종 완료 38.6%,2021.09.11.,http://www.joseilbo.com/news/news_read.php?uid=432935&class=33&grp=,해외 백신
불교신문,"[기고] 코로나 시대, 마음을 치유할 백신은?",2021-09-18,http://www.ibulgyo.com/news/articleView.html?idxno=213886,해외 백신
스포츠한국,독감 백신 접종 시작…코로나 백신과 동시 접종 가능,2021-09-15,https://sports.hankooki.com/lpage/economy/202109/sp20210914101831136980.htm?s_ref=nv,해외 백신
시사매거진,"인트론바이오, mRNA 백신 플랫폼 기술 미국 특허 출원",2021-09-16,http://www.sisamagazine.co.kr/news/articleView.html?idxno=401722,해외 백신
중부일보,학교발 코로나19 집단감염 잇따라… '청소년 백신' 시급,2021-09-15,http://www.joongboo.com/news/articleView.html?idxno=363503451,해외 백신
뉴스1,'코로나 걱정' 어린이·임산부 '안전 입증' 독감 백신에 몰린다,2021-09-15,https://www.news1.kr/articles/?4434149,해외 백신
뉴시스,"정부 ""모더나에 삼성바이오로직스 백신 先공급 요청…수급 안정에 도움""",2021-09-16,http://www.newsis.com/view/?id=NISX20210915_0001584737&cID=10201&pID=10200,해외 백신
시사저널,"청소년 백신 접종 괜찮나…""건강하면 접종이득 월등하진 않아""",2021-09-15,http://www.sisajournal.com/news/articleView.html?idxno=224502,해외 백신
MTN,"인트론바이오, 'mRNA 점막백신 기술' 미국 특허 출원",2021-09-16,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021091510145097266,해외 백신
시사저널,"청소년 백신 접종 괜찮나…""건강하면 접종이득 월등하진 않아""",2021-09-15,http://www.sisajournal.com/news/articleView.html?idxno=224502,해외 백신
핀포인트뉴스,백신 맞으면 '괌·사이판' 여행 갈 수 있다...4000명 예약,2021-09-19,http://www.pinpointnews.co.kr/view.php?ud=2021091820500036029cdfed7945_45,해외 백신
KBS,영국 “봉쇄도 백신여권도 필요 없다”,2021-09-14,https://news.kbs.co.kr/news/view.do?ncd=5278618&ref=A,해외 백신
이데일리,"""文대통령, SK바사 `대조백신` 확보 직접 나섰다""[전문]",2021.09.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01462886629176840,해외 백신
GQ,어디로 떠날까? 해외로 먼저 떠난 유튜버들,2021-09-18,https://www.gqkorea.co.kr/2021/09/17/%ec%96%b4%eb%94%94%eb%a1%9c-%eb%96%a0%eb%82%a0%ea%b9%8c-%ed%95%b4%ec%99%b8%eb%a1%9c-%eb%a8%bc%ec%a0%80-%eb%96%a0%eb%82%9c-%ec%9c%a0%ed%8a%9c%eb%b2%84%eb%93%a4/?utm_source=naver&utm_medium=partnership,해외 백신
BBS NEWS,[코로나19] 경북지역 확진자 24명 늘어...백신접종 1차 71.5%·2차 46.3%,2021-09-19,https://news.bbsi.co.kr/news/articleView.html?idxno=3044908,해외 백신
약업신문,"인트론바이오, mRNA 백신 플랫폼 기술 미국 특허 출원",2021-09-17,http://www.yakup.com/news/index.html?mode=view&cat=12&nid=261227,해외 백신
통일뉴스,"'코로나19' 신규 확진 2,087명...백신 1차 접종 3,600만명 넘겨",2021-09-19,http://www.tongilnews.com/news/articleView.html?idxno=203195,해외 백신
광주매일신문,전남 백신 ‘2차 접종’도 50% 넘겨,2021-09-16,http://www.kjdaily.com/article.php?aid=1631708506556294002,해외 백신
