키워드,언론사,기사명,날짜,URL
쿠키뉴스,"[포항소식] 이강덕 시장, 도시재생 뉴딜사업 현장 '점검' 외",2021.03.26.,http://www.kukinews.com/newsView/kuk202103260217,이강덕 시장 백신
브레이크뉴스,"이강덕 포항시장, 코로나19 예방접종센터 설치 현장 점검 나서",2021.03.11.,http://www.breaknews.com/791473,이강덕 시장 백신
일요신문,[포항시정] 코로나 백신 접종 향상 위한 긴급대책회의 진행 外,2021.05.27.,https://ilyo.co.kr/?ac=article_view&entry_id=402468,이강덕 시장 백신
일요신문,"[포항시정] 이강덕 시장, 코로나19 예방접종센터 설치 현장 점검 外",2021.03.11.,https://ilyo.co.kr/?ac=article_view&entry_id=395175,이강덕 시장 백신
경상매일신문,포항시 투자유치 성과에 타 지자체 ‘이목집중’,2021-09-07,http://www.ksmnews.co.kr/default/index_view_page.php?idx=348839&part_idx=7,이강덕 시장 백신
경북일보,"이강덕 시장 ""포항 연구중심의과대학 유치 타당성 건의""",2021.04.14.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2074276,이강덕 시장 백신
쿠키뉴스,"포항시, 10일부터 얀센 백신 접종 '시작'",2021.06.09.,http://www.kukinews.com/newsView/kuk202106090192,이강덕 시장 백신
뉴스웨이,"이강덕 포항시장, 코로나19 극복 유공자에 감사패 전달",2021.04.05.,http://www.newsway.co.kr/news/view?tp=1&ud=2021040518024667760,이강덕 시장 백신
쿠키뉴스,"[포항소식] 이강덕 시장, 도시재생 뉴딜사업 현장 '점검' 외",2021.03.26.,http://www.kukinews.com/newsView/kuk202103260217,이강덕 시장 백신
대경일보,"이강덕 포항시장 ""시민들이 안전하게 접종 받도록 최선""",2021.03.11.,http://www.dkilbo.com/news/articleView.html?idxno=327439,이강덕 시장 백신
브레이크뉴스,"이강덕 포항시장, 코로나19 예방접종센터 설치 현장 점검 나서",2021.03.11.,http://www.breaknews.com/791473,이강덕 시장 백신
일요신문,[포항시정] 코로나 백신 접종 향상 위한 긴급대책회의 진행 外,2021.05.27.,https://ilyo.co.kr/?ac=article_view&entry_id=402468,이강덕 시장 백신
일요신문,"[포항시정] 이강덕 시장, 코로나19 예방접종센터 설치 현장 점검 外",2021.03.11.,https://ilyo.co.kr/?ac=article_view&entry_id=395175,이강덕 시장 백신
뉴스1,이강덕 시장 '집중 또 집중',2021.03.18.,https://www.news1.kr/photos/view/?4672175,이강덕 시장 백신
국제뉴스,"이강덕 포항시장, 코로나19 예방접종센터 설치 현장 점검",2021.03.11.,http://www.gukjenews.com/news/articleView.html?idxno=2178568,이강덕 시장 백신
일요신문,[포항시정] 코로나 백신 접종 향상 위한 긴급대책회의 진행 外,2021.05.27.,https://ilyo.co.kr/?ac=article_view&entry_id=402468,이강덕 시장 백신
쿠키뉴스,"포항시, 역대 최고 투자 유치",2021-09-07,http://www.kukinews.com/newsView/kuk202109060210,이강덕 시장 백신
일요신문,"[포항시정] 이강덕 시장, 코로나19 예방접종센터 설치 현장 점검 外",2021.03.11.,https://ilyo.co.kr/?ac=article_view&entry_id=395175,이강덕 시장 백신
뉴스1,이강덕 시장 '집중 또 집중',2021.03.18.,https://www.news1.kr/photos/view/?4672175,이강덕 시장 백신
위키트리,"이강덕 포항시장, 성숙한 시민정신으로 코로나19 선제적 차단 협조에 감사",2021.02.04.,https://www.wikitree.co.kr/articles/616947,이강덕 시장 백신
